Algorithm,k,n,N,AvgCompetitiveRatio,StdDev
FirstFitBatch(size=10)[p=0.05],3,900,100,6.61,0.43219080148574296
FirstFitBatch(size=10)[p=0.05],3,1000,100,6.943333333333333,0.5375975363700164
FirstFitBatchDegree(size=10)[p=0.05],3,50,100,1.8233333333333335,0.17922673411693416
FirstFitBatchDegree(size=10)[p=0.05],3,100,100,2.283333333333333,0.17240134054647668
FirstFitBatchDegree(size=10)[p=0.05],3,150,100,2.7366666666666664,0.19604421270043484
FirstFitBatchDegree(size=10)[p=0.05],3,200,100,3.1,0.19720265943665394
FirstFitBatchDegree(size=10)[p=0.05],3,300,100,3.76,0.2497999199359359
FirstFitBatchDegree(size=10)[p=0.05],3,400,100,4.383333333333333,0.2511086528886562
FirstFitBatchDegree(size=10)[p=0.05],3,500,100,4.843333333333334,0.30351642825755276
FirstFitBatchDegree(size=10)[p=0.05],3,600,100,5.326666666666666,0.3017725412735007
FirstFitBatchDegree(size=10)[p=0.05],3,700,100,5.763333333333334,0.39523551347406916
FirstFitBatchDegree(size=10)[p=0.05],3,800,100,6.27,0.36115555282084943
FirstFitBatchDegree(size=10)[p=0.05],3,900,100,6.566666666666666,0.5174724898753341
FirstFitBatchDegree(size=10)[p=0.05],3,1000,100,6.9799999999999995,0.5574146671115777
FirstFitBatch(size=10)[p=0.05],4,50,100,1.6325,0.15188400179084036
FirstFitBatch(size=10)[p=0.05],4,100,100,2.0375,0.1386317063301177
FirstFitBatch(size=10)[p=0.05],4,150,100,2.3675,0.12968712349342937
FirstFitBatch(size=10)[p=0.05],4,200,100,2.6775,0.15530212490497353
FirstFitBatch(size=10)[p=0.05],4,300,100,3.2325,0.14686303142724516
FirstFitBatch(size=10)[p=0.05],4,400,100,3.785,0.15419143945109273
FirstFitBatch(size=10)[p=0.05],4,500,100,4.235,0.16515144564913745
FirstFitBatch(size=10)[p=0.05],4,600,100,4.7075,0.18389874931602987
FirstFitBatch(size=10)[p=0.05],4,700,100,5.1175,0.16753730927766508
FirstFitBatch(size=10)[p=0.05],4,800,100,5.565,0.16054594358002322
FirstFitBatch(size=10)[p=0.05],4,900,100,5.9525,0.1926622692693097
FirstFitBatch(size=10)[p=0.05],4,1000,100,6.3625,0.20116846174288852
FirstFitBatchDegree(size=10)[p=0.05],4,50,100,1.6075,0.14686303142724516
FirstFitBatchDegree(size=10)[p=0.05],4,100,100,2.0125,0.1243734296383275
FirstFitBatchDegree(size=10)[p=0.05],4,150,100,2.3525,0.14184057952504284
FirstFitBatchDegree(size=10)[p=0.05],4,200,100,2.6775,0.1336740438529485
FirstFitBatchDegree(size=10)[p=0.05],4,300,100,3.2275,0.13736356867816155
FirstFitBatchDegree(size=10)[p=0.05],4,400,100,3.7625,0.15155444566227677
FirstFitBatchDegree(size=10)[p=0.05],4,500,100,4.225,0.16770509831248423
FirstFitBatchDegree(size=10)[p=0.05],4,600,100,4.69,0.1736375535418534
FirstFitBatchDegree(size=10)[p=0.05],4,700,100,5.1575,0.14428704030508077
FirstFitBatchDegree(size=10)[p=0.05],4,800,100,5.5375,0.2218529918662356
FirstFitBatchDegree(size=10)[p=0.05],4,900,100,6.0,0.1695582495781317
FirstFitBatchDegree(size=10)[p=0.05],4,1000,100,6.365,0.17825543469975888
FirstFitBatch(size=50)[p=0.05],2,50,100,2.04,0.3056141357987225
FirstFitBatch(size=50)[p=0.05],2,100,100,2.515,0.4327528162819972
FirstFitBatch(size=50)[p=0.05],2,150,100,2.795,0.5342986056504359
FirstFitBatch(size=50)[p=0.05],2,200,100,3.245,0.5361669516111562
FirstFitBatch(size=50)[p=0.05],2,300,100,3.7,0.7713624310270756
FirstFitBatch(size=50)[p=0.05],2,400,100,4.16,0.6923871749245505
FirstFitBatch(size=50)[p=0.05],2,500,100,4.26,0.9525754563287887
FirstFitBatch(size=50)[p=0.05],2,600,100,4.575,0.928372231381357
FirstFitBatch(size=50)[p=0.05],2,700,100,4.7,1.1532562594670797
FirstFitBatch(size=50)[p=0.05],2,800,100,4.96,1.215894732285653
FirstFitBatch(size=50)[p=0.05],2,900,100,5.29,1.229186723000212
FirstFitBatch(size=50)[p=0.05],2,1000,100,5.15,1.2278029157808674
FirstFitBatchDegree(size=50)[p=0.05],2,50,100,1.37,0.4160528812542944
FirstFitBatchDegree(size=50)[p=0.05],2,100,100,2.135,0.5824731753480155
FirstFitBatchDegree(size=50)[p=0.05],2,150,100,2.515,0.7920069444139994
FirstFitBatchDegree(size=50)[p=0.05],2,200,100,2.985,0.7760637860382353
FirstFitBatchDegree(size=50)[p=0.05],2,300,100,3.31,0.9021640649017229
FirstFitBatchDegree(size=50)[p=0.05],2,400,100,3.775,0.9858372076565177
FirstFitBatchDegree(size=50)[p=0.05],2,500,100,3.95,1.35
FirstFitBatchDegree(size=50)[p=0.05],2,600,100,4.19,1.2283729075488437
FirstFitBatchDegree(size=50)[p=0.05],2,700,100,4.3,1.489966442575134
FirstFitBatchDegree(size=50)[p=0.05],2,800,100,4.67,1.3914381049834736
FirstFitBatchDegree(size=50)[p=0.05],2,900,100,4.89,1.3830762813380901
FirstFitBatchDegree(size=50)[p=0.05],2,1000,100,4.7,1.3546217184144067
FirstFitBatch(size=50)[p=0.05],3,50,100,1.8733333333333333,0.18726095873584184
FirstFitBatch(size=50)[p=0.05],3,100,100,2.36,0.1866666666666666
FirstFitBatch(size=50)[p=0.05],3,150,100,2.7333333333333334,0.23570226039551587
FirstFitBatch(size=50)[p=0.05],3,200,100,3.1033333333333335,0.20382454328280603
FirstFitBatch(size=50)[p=0.05],3,300,100,3.78,0.22715633383201095
FirstFitBatch(size=50)[p=0.05],3,400,100,4.3133333333333335,0.2530700386146975
FirstFitBatch(size=50)[p=0.05],3,500,100,4.823333333333333,0.3604164258188019
FirstFitBatch(size=50)[p=0.05],3,600,100,5.366666666666666,0.3144660377352202
FirstFitBatch(size=50)[p=0.05],3,700,100,5.72,0.3964284999284935
FirstFitBatch(size=50)[p=0.05],3,800,100,6.223333333333334,0.3973663297261106
FirstFitBatch(size=50)[p=0.05],3,900,100,6.61,0.43219080148574296
FirstFitBatch(size=50)[p=0.05],3,1000,100,6.943333333333333,0.5375975363700164
FirstFitBatchDegree(size=50)[p=0.05],3,50,100,1.59,0.19353437822659716
FirstFitBatchDegree(size=50)[p=0.05],3,100,100,2.1633333333333336,0.21855586623714013
FirstFitBatchDegree(size=50)[p=0.05],3,150,100,2.5866666666666664,0.23151673805580444
FirstFitBatchDegree(size=50)[p=0.05],3,200,100,3.03,0.25427456726058073
FirstFitBatchDegree(size=50)[p=0.05],3,300,100,3.71,0.2567099530598687
FirstFitBatchDegree(size=50)[p=0.05],3,400,100,4.276666666666666,0.2750959428595373
FirstFitBatchDegree(size=50)[p=0.05],3,500,100,4.793333333333333,0.2973213749463701
FirstFitBatchDegree(size=50)[p=0.05],3,600,100,5.206666666666667,0.4049142570416058
FirstFitBatchDegree(size=50)[p=0.05],3,700,100,5.756666666666667,0.3491418050019218
FirstFitBatchDegree(size=50)[p=0.05],3,800,100,6.11,0.49901013127101046
FirstFitBatchDegree(size=50)[p=0.05],3,900,100,6.46,0.4516143881183986
FirstFitBatchDegree(size=50)[p=0.05],3,1000,100,6.9799999999999995,0.5329582014046171
FirstFitBatch(size=50)[p=0.05],4,50,100,1.6325,0.15188400179084036
FirstFitBatch(size=50)[p=0.05],4,100,100,2.0375,0.1386317063301177
FirstFitBatch(size=50)[p=0.05],4,150,100,2.3675,0.12968712349342937
FirstFitBatch(size=50)[p=0.05],4,200,100,2.6775,0.15530212490497353
FirstFitBatch(size=50)[p=0.05],4,300,100,3.2325,0.14686303142724516
FirstFitBatch(size=50)[p=0.05],4,400,100,3.785,0.15419143945109273
FirstFitBatch(size=50)[p=0.05],4,500,100,4.235,0.16515144564913745
FirstFitBatch(size=50)[p=0.05],4,600,100,4.7075,0.18389874931602987
FirstFitBatch(size=50)[p=0.05],4,700,100,5.1175,0.16753730927766508
FirstFitBatch(size=50)[p=0.05],4,800,100,5.565,0.16054594358002322
FirstFitBatch(size=50)[p=0.05],4,900,100,5.9525,0.1926622692693097
FirstFitBatch(size=50)[p=0.05],4,1000,100,6.3625,0.20116846174288852
FirstFitBatchDegree(size=50)[p=0.05],4,50,100,1.46,0.11575836902790225
FirstFitBatchDegree(size=50)[p=0.05],4,100,100,1.885,0.1388344337691482
FirstFitBatchDegree(size=50)[p=0.05],4,150,100,2.285,0.1370218960604472
FirstFitBatchDegree(size=50)[p=0.05],4,200,100,2.5975,0.1409565535901045
FirstFitBatchDegree(size=50)[p=0.05],4,300,100,3.195,0.135
FirstFitBatchDegree(size=50)[p=0.05],4,400,100,3.715,0.16209565077447327
FirstFitBatchDegree(size=50)[p=0.05],4,500,100,4.175,0.1713913650100261
FirstFitBatchDegree(size=50)[p=0.05],4,600,100,4.66,0.1521512405470294
FirstFitBatchDegree(size=50)[p=0.05],4,700,100,5.1125,0.1595893166850463
FirstFitBatchDegree(size=50)[p=0.05],4,800,100,5.505,0.17670597047072292
FirstFitBatchDegree(size=50)[p=0.05],4,900,100,5.905,0.1896707673839066
FirstFitBatchDegree(size=50)[p=0.05],4,1000,100,6.305,0.18567444627627142
FirstFitBatch(size=10)[p=0.1],2,50,100,2.11,0.5548873759602033
FirstFitBatch(size=10)[p=0.1],2,100,100,2.51,0.7968061244744545
FirstFitBatch(size=10)[p=0.1],2,150,100,2.91,0.9601562372864116
FirstFitBatch(size=10)[p=0.1],2,200,100,2.89,1.047807234180028
FirstFitBatch(size=10)[p=0.1],2,300,100,3.14,1.1069778678907722
FirstFitBatch(size=10)[p=0.1],2,400,100,3.37,1.4064494303031303
FirstFitBatch(size=10)[p=0.1],2,500,100,3.655,1.548701068637844
FirstFitBatch(size=10)[p=0.1],2,600,100,3.565,1.5389200758973807
FirstFitBatch(size=10)[p=0.1],2,700,100,3.365,1.6835305165039331
FirstFitBatch(size=10)[p=0.1],2,800,100,3.88,1.8001666589513317
FirstFitBatch(size=10)[p=0.1],2,900,100,4.02,1.8707217858356169
FirstFitBatch(size=10)[p=0.1],2,1000,100,3.6,1.711724276862369
FirstFitBatchDegree(size=10)[p=0.1],2,50,100,1.925,0.5494315243958978
FirstFitBatchDegree(size=10)[p=0.1],2,100,100,2.495,0.7365290218314551
FirstFitBatchDegree(size=10)[p=0.1],2,150,100,2.625,0.9908960591303206
FirstFitBatchDegree(size=10)[p=0.1],2,200,100,2.87,1.0407209039891532
FirstFitBatchDegree(size=10)[p=0.1],2,300,100,3.06,1.2212288892750613
FirstFitBatchDegree(size=10)[p=0.1],2,400,100,3.3,1.407124727947029
FirstFitBatchDegree(size=10)[p=0.1],2,500,100,3.485,1.6053893608716858
FirstFitBatchDegree(size=10)[p=0.1],2,600,100,3.075,1.4271912976192085
FirstFitBatchDegree(size=10)[p=0.1],2,700,100,3.35,1.7036725037400822
FirstFitBatchDegree(size=10)[p=0.1],2,800,100,3.865,1.7100511688250735
FirstFitBatchDegree(size=10)[p=0.1],2,900,100,3.88,1.928885688681421
FirstFitBatchDegree(size=10)[p=0.1],2,1000,100,3.595,1.8202953057127846
FirstFitBatch(size=10)[p=0.1],3,50,100,2.08,0.2910517327059077
FirstFitBatch(size=10)[p=0.1],3,100,100,2.86,0.29128069699937975
FirstFitBatch(size=10)[p=0.1],3,150,100,3.22,0.4502345067974145
FirstFitBatch(size=10)[p=0.1],3,200,100,3.77,0.48003472096644556
FirstFitBatch(size=10)[p=0.1],3,300,100,4.543333333333333,0.650905352396013
FirstFitBatch(size=10)[p=0.1],3,400,100,5.006666666666667,0.7943970459830945
FirstFitBatch(size=10)[p=0.1],3,500,100,5.67,0.887562204392834
FirstFitBatch(size=10)[p=0.1],3,600,100,5.8966666666666665,1.0140074512108435
FirstFitBatch(size=10)[p=0.1],3,700,100,6.576666666666666,1.128277940540854
FirstFitBatch(size=10)[p=0.1],3,800,100,6.61,1.2754563453481615
FirstFitBatch(size=10)[p=0.1],3,900,100,7.15,1.5877132402714709
FirstFitBatch(size=10)[p=0.1],3,1000,100,7.433333333333334,1.393237636267091
FirstFitBatchDegree(size=10)[p=0.1],3,50,100,2.0933333333333333,0.23607908279501036
FirstFitBatchDegree(size=10)[p=0.1],3,100,100,2.7466666666666666,0.32013885876114584
FirstFitBatchDegree(size=10)[p=0.1],3,150,100,3.27,0.4659399102888697
FirstFitBatchDegree(size=10)[p=0.1],3,200,100,3.78,0.5168709273653873
FirstFitBatchDegree(size=10)[p=0.1],3,300,100,4.336666666666667,0.7187875594051107
FirstFitBatchDegree(size=10)[p=0.1],3,400,100,5.0,0.7731609003162134
FirstFitBatchDegree(size=10)[p=0.1],3,500,100,5.56,1.056072388091313
FirstFitBatchDegree(size=10)[p=0.1],3,600,100,6.07,1.0135690515313804
FirstFitBatchDegree(size=10)[p=0.1],3,700,100,6.463333333333333,1.128317331250389
FirstFitBatchDegree(size=10)[p=0.1],3,800,100,6.57,1.3534277471171732
FirstFitBatchDegree(size=10)[p=0.1],3,900,100,7.123333333333333,1.4123699546821609
FirstFitBatchDegree(size=10)[p=0.1],3,1000,100,7.316666666666666,1.4954560805616757
FirstFitBatch(size=10)[p=0.1],4,50,100,1.875,0.1520690632574555
FirstFitBatch(size=10)[p=0.1],4,100,100,2.465,0.187149672722129
FirstFitBatch(size=10)[p=0.1],4,150,100,3.0325,0.21405314760591584
FirstFitBatch(size=10)[p=0.1],4,200,100,3.5175,0.2351993835025934
FirstFitBatch(size=10)[p=0.1],4,300,100,4.35,0.32015621187164245
FirstFitBatch(size=10)[p=0.1],4,400,100,5.1275,0.324990384473141
FirstFitBatch(size=10)[p=0.1],4,500,100,5.78,0.4187481343242021
FirstFitBatch(size=10)[p=0.1],4,600,100,6.4275,0.35758740190336685
FirstFitBatch(size=10)[p=0.1],4,700,100,6.98,0.6161168720299746
FirstFitBatch(size=10)[p=0.1],4,800,100,7.5,0.5196152422706631
FirstFitBatch(size=10)[p=0.1],4,900,100,7.9525,0.70417948706278
FirstFitBatch(size=10)[p=0.1],4,1000,100,8.465,0.8015765715139135
FirstFitBatchDegree(size=10)[p=0.1],4,50,100,1.84,0.16015617378046967
FirstFitBatchDegree(size=10)[p=0.1],4,100,100,2.4725,0.1900493356999703
FirstFitBatchDegree(size=10)[p=0.1],4,150,100,3.01,0.1997498435543818
FirstFitBatchDegree(size=10)[p=0.1],4,200,100,3.505,0.215
FirstFitBatchDegree(size=10)[p=0.1],4,300,100,4.3725,0.28393441144038883
FirstFitBatchDegree(size=10)[p=0.1],4,400,100,5.155,0.3036856927812043
FirstFitBatchDegree(size=10)[p=0.1],4,500,100,5.745,0.43298383341644525
FirstFitBatchDegree(size=10)[p=0.1],4,600,100,6.3425,0.4945389266781736
FirstFitBatchDegree(size=10)[p=0.1],4,700,100,6.8425,0.5369532102520665
FirstFitBatchDegree(size=10)[p=0.1],4,800,100,7.45,0.7754031209635411
FirstFitBatchDegree(size=10)[p=0.1],4,900,100,8.01,0.6999285677838847
FirstFitBatchDegree(size=10)[p=0.1],4,1000,100,8.48,0.906697303403953
FirstFitBatch(size=50)[p=0.1],2,50,100,2.11,0.5548873759602033
FirstFitBatch(size=50)[p=0.1],2,100,100,2.51,0.7968061244744545
FirstFitBatch(size=50)[p=0.1],2,150,100,2.91,0.9601562372864116
FirstFitBatch(size=50)[p=0.1],2,200,100,2.89,1.047807234180028
FirstFitBatch(size=50)[p=0.1],2,300,100,3.14,1.1069778678907722
FirstFitBatch(size=50)[p=0.1],2,400,100,3.37,1.4064494303031303
FirstFitBatch(size=50)[p=0.1],2,500,100,3.655,1.548701068637844
FirstFitBatch(size=50)[p=0.1],2,600,100,3.565,1.5389200758973807
FirstFitBatch(size=50)[p=0.1],2,700,100,3.365,1.6835305165039331
FirstFitBatch(size=50)[p=0.1],2,800,100,3.88,1.8001666589513317
FirstFitBatch(size=50)[p=0.1],2,900,100,4.02,1.8707217858356169
FirstFitBatch(size=50)[p=0.1],2,1000,100,3.6,1.711724276862369
FirstFitBatchDegree(size=50)[p=0.1],2,50,100,1.35,0.507444578254611
FirstFitBatchDegree(size=50)[p=0.1],2,100,100,1.785,0.8522176951929595
FirstFitBatchDegree(size=50)[p=0.1],2,150,100,1.96,0.9451983918733675
FirstFitBatchDegree(size=50)[p=0.1],2,200,100,2.055,1.1177991769544295
FirstFitBatchDegree(size=50)[p=0.1],2,300,100,2.495,1.3067038685180357
FirstFitBatchDegree(size=50)[p=0.1],2,400,100,2.59,1.4515164484083534
FirstFitBatchDegree(size=50)[p=0.1],2,500,100,2.635,1.5343646893747263
FirstFitBatchDegree(size=50)[p=0.1],2,600,100,2.695,1.5618818777359573
FirstFitBatchDegree(size=50)[p=0.1],2,700,100,3.175,1.75695048308141
FirstFitBatchDegree(size=50)[p=0.1],2,800,100,2.925,1.6678953804120928
FirstFitBatchDegree(size=50)[p=0.1],2,900,100,2.95,1.7471405209656148
FirstFitBatchDegree(size=50)[p=0.1],2,1000,100,3.23,1.9344508264621254
FirstFitBatch(size=50)[p=0.1],3,50,100,2.08,0.2910517327059077
FirstFitBatch(size=50)[p=0.1],3,100,100,2.86,0.29128069699937975
FirstFitBatch(size=50)[p=0.1],3,150,100,3.22,0.4502345067974145
FirstFitBatch(size=50)[p=0.1],3,200,100,3.77,0.48003472096644556
FirstFitBatch(size=50)[p=0.1],3,300,100,4.543333333333333,0.650905352396013
FirstFitBatch(size=50)[p=0.1],3,400,100,5.006666666666667,0.7943970459830945
FirstFitBatch(size=50)[p=0.1],3,500,100,5.67,0.887562204392834
FirstFitBatch(size=50)[p=0.1],3,600,100,5.8966666666666665,1.0140074512108435
FirstFitBatch(size=50)[p=0.1],3,700,100,6.576666666666666,1.128277940540854
FirstFitBatch(size=50)[p=0.1],3,800,100,6.61,1.2754563453481615
FirstFitBatch(size=50)[p=0.1],3,900,100,7.15,1.5877132402714709
FirstFitBatch(size=50)[p=0.1],3,1000,100,7.433333333333334,1.393237636267091
FirstFitBatchDegree(size=50)[p=0.1],3,50,100,1.68,0.4025474437186808
FirstFitBatchDegree(size=50)[p=0.1],3,100,100,2.48,0.46742795047888275
FirstFitBatchDegree(size=50)[p=0.1],3,150,100,3.0033333333333334,0.5153100469081158
FirstFitBatchDegree(size=50)[p=0.1],3,200,100,3.526666666666667,0.6979016167531542
FirstFitBatchDegree(size=50)[p=0.1],3,300,100,4.416666666666667,0.6555320146432378
FirstFitBatchDegree(size=50)[p=0.1],3,400,100,4.78,1.1364858116140297
FirstFitBatchDegree(size=50)[p=0.1],3,500,100,5.33,1.0148836824429137
FirstFitBatchDegree(size=50)[p=0.1],3,600,100,5.593333333333334,1.4395832730342486
FirstFitBatchDegree(size=50)[p=0.1],3,700,100,6.04,1.328558115652705
FirstFitBatchDegree(size=50)[p=0.1],3,800,100,6.486666666666666,1.2652799426740842
FirstFitBatchDegree(size=50)[p=0.1],3,900,100,6.6866666666666665,1.669876908304588
FirstFitBatchDegree(size=50)[p=0.1],3,1000,100,7.08,1.574180562846729
FirstFitBatch(size=50)[p=0.1],4,50,100,1.875,0.1520690632574555
FirstFitBatch(size=50)[p=0.1],4,100,100,2.465,0.187149672722129
FirstFitBatch(size=50)[p=0.1],4,150,100,3.0325,0.21405314760591584
FirstFitBatch(size=50)[p=0.1],4,200,100,3.5175,0.2351993835025934
FirstFitBatch(size=50)[p=0.1],4,300,100,4.35,0.32015621187164245
FirstFitBatch(size=50)[p=0.1],4,400,100,5.1275,0.324990384473141
FirstFitBatch(size=50)[p=0.1],4,500,100,5.78,0.4187481343242021
FirstFitBatch(size=50)[p=0.1],4,600,100,6.4275,0.35758740190336685
FirstFitBatch(size=50)[p=0.1],4,700,100,6.98,0.6161168720299746
FirstFitBatch(size=50)[p=0.1],4,800,100,7.5,0.5196152422706631
FirstFitBatch(size=50)[p=0.1],4,900,100,7.9525,0.70417948706278
FirstFitBatch(size=50)[p=0.1],4,1000,100,8.465,0.8015765715139135
FirstFitBatchDegree(size=50)[p=0.1],4,50,100,1.6475,0.18739997331910163
FirstFitBatchDegree(size=50)[p=0.1],4,100,100,2.3225,0.19459894655418872
FirstFitBatchDegree(size=50)[p=0.1],4,150,100,2.8825,0.18525320510047863
FirstFitBatchDegree(size=50)[p=0.1],4,200,100,3.405,0.19293781381574737
FirstFitBatchDegree(size=50)[p=0.1],4,300,100,4.305,0.24894778569009204
FirstFitBatchDegree(size=50)[p=0.1],4,400,100,5.0225,0.31641547054466224
FirstFitBatchDegree(size=50)[p=0.1],4,500,100,5.74,0.4241462012089699
FirstFitBatchDegree(size=50)[p=0.1],4,600,100,6.4175,0.4664426545675256
FirstFitBatchDegree(size=50)[p=0.1],4,700,100,6.885,0.5378429138698398
FirstFitBatchDegree(size=50)[p=0.1],4,800,100,7.4025,0.6392329387633275
FirstFitBatchDegree(size=50)[p=0.1],4,900,100,8.0375,0.6367642813475015
FirstFitBatchDegree(size=50)[p=0.1],4,1000,100,8.32,0.8389576866564845
FirstFitBatch(size=10)[p=0.2],2,50,100,1.715,0.6973342096871485
FirstFitBatch(size=10)[p=0.2],2,100,100,1.975,0.8613216588476108
FirstFitBatch(size=10)[p=0.2],2,150,100,1.945,0.8333516664650045
FirstFitBatch(size=10)[p=0.2],2,200,100,2.115,1.095114149301341
FirstFitBatch(size=10)[p=0.2],2,300,100,1.995,0.9937177667728397
FirstFitBatch(size=10)[p=0.2],2,400,100,1.97,0.9970456358662827
FirstFitBatch(size=10)[p=0.2],2,500,100,2.14,1.0795369377654476
FirstFitBatch(size=10)[p=0.2],2,600,100,2.115,1.0673682588497748
FirstFitBatch(size=10)[p=0.2],2,700,100,2.185,1.0598466870260057
FirstFitBatch(size=10)[p=0.2],2,800,100,2.225,1.2636751956100112
FirstFitBatch(size=10)[p=0.2],2,900,100,2.045,1.1897373659762056
FirstFitBatch(size=10)[p=0.2],2,1000,100,1.965,1.0228758477938562
FirstFitBatchDegree(size=10)[p=0.2],2,50,100,1.52,0.5784461945591828
FirstFitBatchDegree(size=10)[p=0.2],2,100,100,1.785,0.8522176951929595
FirstFitBatchDegree(size=10)[p=0.2],2,150,100,1.745,0.8985961273008025
FirstFitBatchDegree(size=10)[p=0.2],2,200,100,1.78,0.7527283706623525
FirstFitBatchDegree(size=10)[p=0.2],2,300,100,1.79,0.8694250974063263
FirstFitBatchDegree(size=10)[p=0.2],2,400,100,1.82,0.8646386528486915
FirstFitBatchDegree(size=10)[p=0.2],2,500,100,1.625,0.7628073151196179
FirstFitBatchDegree(size=10)[p=0.2],2,600,100,1.77,0.8983874442577656
FirstFitBatchDegree(size=10)[p=0.2],2,700,100,2.0,1.0816653826391969
FirstFitBatchDegree(size=10)[p=0.2],2,800,100,1.885,1.031637048578617
FirstFitBatchDegree(size=10)[p=0.2],2,900,100,1.695,0.7996718076811261
FirstFitBatchDegree(size=10)[p=0.2],2,1000,100,1.93,1.2510395677195825
FirstFitBatch(size=10)[p=0.2],3,50,100,2.16,0.5152777029050559
FirstFitBatch(size=10)[p=0.2],3,100,100,2.6866666666666665,0.8052880781986586
FirstFitBatch(size=10)[p=0.2],3,150,100,2.98,1.068560818214023
FirstFitBatch(size=10)[p=0.2],3,200,100,3.15,1.240407639089308
FirstFitBatch(size=10)[p=0.2],3,300,100,3.4466666666666668,1.2483055181591831
FirstFitBatch(size=10)[p=0.2],3,400,100,3.7333333333333334,1.5951314818673865
FirstFitBatch(size=10)[p=0.2],3,500,100,3.8733333333333335,1.8896090130559342
FirstFitBatch(size=10)[p=0.2],3,600,100,3.973333333333333,1.8783444246936656
FirstFitBatch(size=10)[p=0.2],3,700,100,3.716666666666667,1.9744900888865236
FirstFitBatch(size=10)[p=0.2],3,800,100,3.73,1.7642719619025735
FirstFitBatch(size=10)[p=0.2],3,900,100,4.016666666666667,1.9022647321314432
FirstFitBatch(size=10)[p=0.2],3,1000,100,3.6866666666666665,1.8955034511531055
FirstFitBatchDegree(size=10)[p=0.2],3,50,100,2.07,0.577917718095655
FirstFitBatchDegree(size=10)[p=0.2],3,100,100,2.586666666666667,0.8341595903795761
FirstFitBatchDegree(size=10)[p=0.2],3,150,100,2.8766666666666665,0.944757464467292
FirstFitBatchDegree(size=10)[p=0.2],3,200,100,3.1433333333333335,1.26425647890151
FirstFitBatchDegree(size=10)[p=0.2],3,300,100,3.243333333333333,1.4597221957923667
FirstFitBatchDegree(size=10)[p=0.2],3,400,100,3.4266666666666667,1.55925908331133
FirstFitBatchDegree(size=10)[p=0.2],3,500,100,3.736666666666667,1.7083422763993559
FirstFitBatchDegree(size=10)[p=0.2],3,600,100,3.8333333333333335,1.9180429841087736
FirstFitBatchDegree(size=10)[p=0.2],3,700,100,3.4033333333333333,1.677494825294221
FirstFitBatchDegree(size=10)[p=0.2],3,800,100,3.62,1.7732706755847762
FirstFitBatchDegree(size=10)[p=0.2],3,900,100,3.816666666666667,1.9197077323847445
FirstFitBatchDegree(size=10)[p=0.2],3,1000,100,3.9833333333333334,2.246664193866097
FirstFitBatch(size=10)[p=0.2],4,50,100,2.17,0.3159905061864992
FirstFitBatch(size=10)[p=0.2],4,100,100,2.7125,0.5295930041078715
FirstFitBatch(size=10)[p=0.2],4,150,100,3.375,0.6722164829874376
FirstFitBatch(size=10)[p=0.2],4,200,100,3.73,1.017152889196113
FirstFitBatch(size=10)[p=0.2],4,300,100,4.5925,1.1366920207338485
FirstFitBatch(size=10)[p=0.2],4,400,100,4.755,1.471810110034579
FirstFitBatch(size=10)[p=0.2],4,500,100,5.4575,1.6190487176116721
FirstFitBatch(size=10)[p=0.2],4,600,100,5.88,1.7619165701020012
FirstFitBatch(size=10)[p=0.2],4,700,100,5.89,1.796635744941083
FirstFitBatch(size=10)[p=0.2],4,800,100,5.855,1.9287884798494623
FirstFitBatch(size=10)[p=0.2],4,900,100,5.8325,2.4960105668846837
FirstFitBatch(size=10)[p=0.2],4,1000,100,5.895,2.2531034152918945
FirstFitBatchDegree(size=10)[p=0.2],4,50,100,2.0725,0.3378146681244022
FirstFitBatchDegree(size=10)[p=0.2],4,100,100,2.7425,0.4942861013623588
FirstFitBatchDegree(size=10)[p=0.2],4,150,100,3.42,0.6508456038109192
FirstFitBatchDegree(size=10)[p=0.2],4,200,100,3.72,0.8575255098246349
FirstFitBatchDegree(size=10)[p=0.2],4,300,100,4.6425,1.0435845677279825
FirstFitBatchDegree(size=10)[p=0.2],4,400,100,4.6775,1.508018153073762
FirstFitBatchDegree(size=10)[p=0.2],4,500,100,5.1125,1.6402648414204335
FirstFitBatchDegree(size=10)[p=0.2],4,600,100,5.25,1.8428917493982113
FirstFitBatchDegree(size=10)[p=0.2],4,700,100,5.515,1.8377363793536874
FirstFitBatchDegree(size=10)[p=0.2],4,800,100,6.3225,2.0476495671867294
FirstFitBatchDegree(size=10)[p=0.2],4,900,100,6.4525,2.0303001625375496
FirstFitBatchDegree(size=10)[p=0.2],4,1000,100,5.8075,2.2253805854280295
FirstFitBatch(size=50)[p=0.2],2,50,100,1.715,0.6973342096871485
FirstFitBatch(size=50)[p=0.2],2,100,100,1.975,0.8613216588476108
FirstFitBatch(size=50)[p=0.2],2,150,100,1.945,0.8333516664650045
FirstFitBatch(size=50)[p=0.2],2,200,100,2.115,1.095114149301341
FirstFitBatch(size=50)[p=0.2],2,300,100,1.995,0.9937177667728397
FirstFitBatch(size=50)[p=0.2],2,400,100,1.97,0.9970456358662827
FirstFitBatch(size=50)[p=0.2],2,500,100,2.14,1.0795369377654476
FirstFitBatch(size=50)[p=0.2],2,600,100,2.115,1.0673682588497748
FirstFitBatch(size=50)[p=0.2],2,700,100,2.185,1.0598466870260057
FirstFitBatch(size=50)[p=0.2],2,800,100,2.225,1.2636751956100112
FirstFitBatch(size=50)[p=0.2],2,900,100,2.045,1.1897373659762056
